NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
WDR61	1	WDR61	
WDR62	1	WDR62	
BCL10	1	BCL10	
BLOC1S4	1	BLOC1S4	
BLOC1S5	1	BLOC1S5	
BLOC1S6	1	BLOC1S6	
WDR70	1	WDR70	
BLOC1S1	1	BLOC1S1	
BLOC1S2	1	BLOC1S2	
BLOC1S3	1	BLOC1S3	
HLA-DQA2	1	HLA-DQA2	
HLA-DQA1	1	HLA-DQA1	
LHPP	1	LHPP	
NDFIP2	1	NDFIP2	
WDR59	1	WDR59	
NDFIP1	1	NDFIP1	
WDR53	1	WDR53	
WDR54	1	WDR54	
WDR55	1	WDR55	
XKR8	1	XKR8	
ARL2BP	1	ARL2BP	
MKS1	1	MKS1	
WDR5B	1	WDR5B	
SGO1-AS1	1	SGO1-AS1	
XKR4	1	XKR4	
XKR6	1	XKR6	
WDR47	1	WDR47	
WDR48	1	WDR48	
PHF20	1	PHF20	
PHF23	1	PHF23	
WDR41	1	WDR41	
WDR45	1	WDR45	
WDR46	1	WDR46	
WDR43	1	WDR43	
WDR44	1	WDR44	
IFIH1	1	IFIH1	
UBL5	1	UBL5	
UBL3	1	UBL3	
PHF24	1	PHF24	
RAB5IF	1	RAB5IF	
UBL7	1	UBL7	
LINC00852	1	LINC00852	
HELLS	1	HELLS	
WDR36	1	WDR36	
WDR37	1	WDR37	
WDR31	1	WDR31	
FAM126B	1	FAM126B	
WDR35	1	WDR35	
FAM126A	1	FAM126A	
WDR33	1	WDR33	
KIFC2	1	KIFC2	
KIFBP	1	KIFBP	
KIFC1	1	KIFC1	
LINC00847	1	LINC00847	
AHRR	1	AHRR	
KIFC3	1	KIFC3	
HLA-DQB2	1	HLA-DQB2	
HLA-DQB1	1	HLA-DQB1	
WDR27	1	WDR27	
WDR25	1	WDR25	
WDR26	1	WDR26	
LINC00881	1	LINC00881	
AP5Z1	1	AP5Z1	
WDR20	1	WDR20	
WDR24	1	WDR24	
PPP1R2	1	PPP1R2	
RPS15A	1	RPS15A	
PPP1R7	1	PPP1R7	
UBN2	1	UBN2	
PPP1R8	1	PPP1R8	
UBN1	1	UBN1	
LINC00877	1	LINC00877	
WDR17	1	WDR17	
WHRN	1	WHRN	
WDR18	1	WDR18	
WDR19	1	WDR19	
WDR12	1	WDR12	
WDR13	1	WDR13	
WDR11	1	WDR11	
SLC8A1-AS1	1	SLC8A1-AS1	
PHF5A	1	PHF5A	
LINC00865	1	LINC00865	
LINC00862	1	LINC00862	
LINC00863	1	LINC00863	
N6AMT1	1	N6AMT1	
POGLUT2	1	POGLUT2	
POGLUT1	1	POGLUT1	
UBP1	1	UBP1	
PARK7	1	PARK7	
PPP1CB	1	PPP1CB	
PPP1CC	1	PPP1CC	
HMCES	1	HMCES	
SLC26A11	1	SLC26A11	
LARGE1	1	LARGE1	
AP5S1	1	AP5S1	
POGLUT3	1	POGLUT3	
IFNAR2	1	IFNAR2	
THOC1	1	THOC1	
TRAFD1	1	TRAFD1	
THOC3	1	THOC3	
THOC2	1	THOC2	
THOC5	1	THOC5	
THOC7	1	THOC7	
THOC6	1	THOC6	
MORF4L1	1	MORF4L1	
MORF4L2	1	MORF4L2	
ADTRP	1	ADTRP	
IFNAR1	1	IFNAR1	
C20orf96	1	C20orf96	
DRC7	1	DRC7	
PARM1	1	PARM1	
FAM149B1	1	FAM149B1	
UBR4	1	UBR4	
UBR3	1	UBR3	
SLC38A10	1	SLC38A10	
UBR2	1	UBR2	
UBR1	1	UBR1	
ORC5	1	ORC5	
ORC4	1	ORC4	
ORC6	1	ORC6	
ORC1	1	ORC1	
UBR7	1	UBR7	
ORC3	1	ORC3	
UBR5	1	UBR5	
ORC2	1	ORC2	
ZKSCAN2-DT	1	ZKSCAN2-DT	
MAP3K20	1	MAP3K20	
MAP3K21	1	MAP3K21	
TTLL13P	1	TTLL13P	
OSBPL9	1	OSBPL9	
FANCI	1	FANCI	
COA4	1	COA4	
BORCS8-MEF2B	1	BORCS8-MEF2B	
OSBPL8	1	OSBPL8	
COA3	1	COA3	
UVRAG	1	UVRAG	
OSBPL7	1	OSBPL7	
CHTOP	1	CHTOP	
MIR122HG	1	MIR122HG	
OSBPL6	1	OSBPL6	
COA1	1	COA1	
OSBPL5	1	OSBPL5	
FANCM	1	FANCM	
FANCL	1	FANCL	
OSBPL3	1	OSBPL3	
OSBPL2	1	OSBPL2	
FANCA	1	FANCA	
FANCC	1	FANCC	
FANCB	1	FANCB	
FANCE	1	FANCE	
CRIM1-DT	1	CRIM1-DT	
FANCG	1	FANCG	
FANCF	1	FANCF	
MAP3K15	1	MAP3K15	
PUDP	1	PUDP	
MAP3K10	1	MAP3K10	
LHX4	1	LHX4	
MAP3K13	1	MAP3K13	
MAP3K14	1	MAP3K14	
BCL2L2	1	BCL2L2	
DRC3	1	DRC3	
MAP3K11	1	MAP3K11	
LAT	1	LAT	
MAP3K12	1	MAP3K12	
BCL2L1	1	BCL2L1	
NOB1	1	NOB1	
PHACTR3	1	PHACTR3	
UBTF	1	UBTF	
PHACTR2	1	PHACTR2	
PHACTR1	1	PHACTR1	
COA8	1	COA8	
LBR	1	LBR	
COA7	1	COA7	
COA6	1	COA6	
COA5	1	COA5	
PHACTR4	1	PHACTR4	
PLA2G12A	1	PLA2G12A	
CKAP2L	1	CKAP2L	
UBE2D3-AS1	1	UBE2D3-AS1	
ARL2-SNX15	1	ARL2-SNX15	
PLRG1	1	PLRG1	
SMC1A	1	SMC1A	
C1QL3	1	C1QL3	
TIRAP	1	TIRAP	
DNAJC3	1	DNAJC3	
DNAJC2	1	DNAJC2	
DNAJC1	1	DNAJC1	
DNAJC7	1	DNAJC7	
NOA1	1	NOA1	
MEP1A	1	MEP1A	
DNAJC6	1	DNAJC6	
DNAJC5	1	DNAJC5	
DNAJC4	1	DNAJC4	
DNAJC9	1	DNAJC9	
DNAJC8	1	DNAJC8	
NSRP1	1	NSRP1	
LCORL	1	LCORL	
HCG18	1	HCG18	
NOD1	1	NOD1	
NOD2	1	NOD2	
DNAJB2	1	DNAJB2	
DNAJB1	1	DNAJB1	
DNAJB6	1	DNAJB6	
DNAJB5	1	DNAJB5	
NOCT	1	NOCT	
DNAJB4	1	DNAJB4	
DNAJB9	1	DNAJB9	
HCG11	1	HCG11	
DNAJB7	1	DNAJB7	
ITPK1-AS1	1	ITPK1-AS1	
MACC1	1	MACC1	
HCG27	1	HCG27	
WDR97	1	WDR97	
RPRD2	1	RPRD2	
DNAJA1	1	DNAJA1	
BCKDK	1	BCKDK	
DNAJA4	1	DNAJA4	
DNAJA3	1	DNAJA3	
DNAJA2	1	DNAJA2	
DRG1	1	DRG1	
DRG2	1	DRG2	
HCG25	1	HCG25	
IFITM3	1	IFITM3	
VEZT	1	VEZT	
RSC1A1	1	RSC1A1	
IFITM1	1	IFITM1	
IFITM2	1	IFITM2	
PARS2	1	PARS2	
IFIT5	1	IFIT5	
IFIT1	1	IFIT1	
HS6ST1	1	HS6ST1	
IFIT3	1	IFIT3	
IFIT2	1	IFIT2	
RPS15	1	RPS15	
RPS14	1	RPS14	
RPS17	1	RPS17	
RPS16	1	RPS16	
RPS19	1	RPS19	
RPS18	1	RPS18	
PART1	1	PART1	
RPS11	1	RPS11	
RPS10	1	RPS10	
RPS13	1	RPS13	
RPS12	1	RPS12	
ARRDC4	1	ARRDC4	
SRRM2	1	SRRM2	
ARRDC5	1	ARRDC5	
SRRM4	1	SRRM4	
COG8	1	COG8	
COG7	1	COG7	
SRRM5	1	SRRM5	
COG6	1	COG6	
COG5	1	COG5	
ARRDC1	1	ARRDC1	
COG4	1	COG4	
ARRDC2	1	ARRDC2	
ARRDC3	1	ARRDC3	
COG3	1	COG3	
P3H2	1	P3H2	
COG2	1	COG2	
HLA-B	1	HLA-B	
P3H1	1	P3H1	
COG1	1	COG1	
HLA-C	1	HLA-C	
P3H4	1	P3H4	
YOD1	1	YOD1	
P3H3	1	P3H3	
HLA-A	1	HLA-A	
HLA-F	1	HLA-F	
CRNKL1	1	CRNKL1	
SRRM1	1	SRRM1	
HLA-E	1	HLA-E	
NEIL3	1	NEIL3	
NEIL2	1	NEIL2	
MTHFD2L	1	MTHFD2L	
RUBCNL	1	RUBCNL	
NEIL1	1	NEIL1	
MACF1	1	MACF1	
CSTF3	1	CSTF3	
SRP14-DT	1	SRP14-AS1	
CSTF2	1	CSTF2	
RN7SKP23	1	RN7SKP23	
LIAS	1	LIAS	
CBARP	1	CBARP	
FXR1	1	FXR1	
HELZ2	1	HELZ2	
SCFD1	1	SCFD1	
AP5M1	1	AP5M1	
FXR2	1	FXR2	
CHTF8	1	CHTF8	
SCFD2	1	SCFD2	
CSTF1	1	CSTF1	
MLEC	1	MLEC	
LIF	1	LIF	
PARVA	1	PARVA	
PARVB	1	PARVB	
PUM1	1	PUM1	
TRERF1	1	TRERF1	
PUM3	1	PUM3	
PUM2	1	PUM2	
RPS26	1	RPS26	
TRIM52-AS1	1	TRIM52-AS1	
RPS25	1	RPS25	
RPS28	1	RPS28	
RPS27	1	RPS27	
PARVG	1	PARVG	
RPS29	1	RPS29	
LRRK2-DT	1	LRRK2-DT	
RPS20	1	RPS20	
RPS21	1	RPS21	
RPS24	1	RPS24	
RPS23	1	RPS23	
AHCTF1	1	AHCTF1	
UBXN1	1	UBXN1	
COIL	1	COIL	
C1QBP	1	C1QBP	
UBXN8	1	UBXN8	
UBXN7	1	UBXN7	
UBXN4	1	UBXN4	
UBXN6	1	UBXN6	
LRRCC1	1	LRRCC1	
PARP6	1	PARP6	
PARP3	1	PARP3	
PARP4	1	PARP4	
PARP1	1	PARP1	
PARP2	1	PARP2	
STRADA	1	STRADA	
STRADB	1	STRADB	
ZDHHC12	1	ZDHHC12	
ZDHHC13	1	ZDHHC13	
GP1BA	1	GP1BA	
ZDHHC11	1	ZDHHC11	
PARP9	1	PARP9	
RNASEK-C17orf49	1	RNASEK-C17orf49	
ZDHHC16	1	ZDHHC16	
ZDHHC17	1	ZDHHC17	
ZDHHC14	1	ZDHHC14	
MLF1	1	MLF1	
MLF2	1	MLF2	
PARP8	1	PARP8	
AIDA	1	AIDA	
FYTTD1	1	FYTTD1	
SLC66A3	1	SLC66A3	
MACIR	1	MACIR	
SLC66A2	1	SLC66A2	
AMIGO3	1	AMIGO3	
SLC66A1	1	SLC66A1	
ZDHHC20	1	ZDHHC20	
ICA1L	1	ICA1L	
AMIGO1	1	AMIGO1	
AMIGO2	1	AMIGO2	
GDPD1	1	GDPD1	
ZDHHC23	1	ZDHHC23	
NOL7	1	NOL7	
ZDHHC24	1	ZDHHC24	
NOL8	1	NOL8	
GDPD3	1	GDPD3	
NOL9	1	NOL9	
ZDHHC21	1	ZDHHC21	
NOL3	1	NOL3	
GDPD5	1	GDPD5	
AIF1	1	AIF1	
NOL6	1	NOL6	
PPP2CA	1	PPP2CA	
PURB	1	PURB	
PPP2CB	1	PPP2CB	
PURA	1	PURA	
ZDHHC18	1	ZDHHC18	
MTHFD1L	1	MTHFD1L	
LAIR2	1	LAIR2	
LAIR1	1	LAIR1	
SNAP25-AS1	1	SNAP25-AS1	
MLH1	1	MLH1	
AIG1	1	AIG1	
ANKRD34C-AS1	1	ANKRD34C-AS1	
MLH3	1	MLH3	
COLQ	1	COLQ	
ATAT1	1	ATAT1	
PCGEM1	1	PCGEM1	
NDUFA13	1	NDUFA13	
NDUFA11	1	NDUFA11	
TAMM41	1	TAMM41	
NDUFA12	1	NDUFA12	
NDUFA10	1	NDUFA10	
ZSCAN9	1	ZSCAN9	
COMT	1	COMT	
CNDP1	1	CNDP1	
CNDP2	1	CNDP2	
DOCK10	1	DOCK10	
DOCK11	1	DOCK11	
ARHGDIA	1	ARHGDIA	
ARHGDIB	1	ARHGDIB	
PUS3	1	PUS3	
NOM1	1	NOM1	
LIG1	1	LIG1	
PUS1	1	PUS1	
TMEM9B-AS1	1	TMEM9B-AS1	
LIG4	1	LIG4	
LIG3	1	LIG3	
ATP1B3	1	ATP1B3	
PUS7	1	PUS7	
ATP1B1	1	ATP1B1	
AP5B1	1	AP5B1	
CERCAM	1	CERCAM	
UCA1	1	UCA1	
COPA	1	COPA	
ZNF213-AS1	1	ZNF213-AS1	
NOP2	1	NOP2	
LPL	1	LPL	
LPP	1	LPP	
NOP9	1	NOP9	
LINC00839	1	LINC00839	
COP1	1	COP1	
LINC00836	1	LINC00836	
GABPB1-IT1	1	GABPB1-IT1	
CDH23	1	CDH23	
CDH24	1	CDH24	
CDH26	1	CDH26	
MLKL	1	MLKL	
UQCC3	1	UQCC3	
UQCC2	1	UQCC2	
UQCC1	1	UQCC1	
NONO	1	NONO	
MACO1	1	MACO1	
COQ9	1	COQ9	
COQ7	1	COQ7	
COQ6	1	COQ6	
COQ5	1	COQ5	
COQ4	1	COQ4	
COQ3	1	COQ3	
COQ2	1	COQ2	
BLMH	1	BLMH	
BRWD1	1	BRWD1	
AQP4-AS1	1	AQP4-AS1	
COPE	1	COPE	
BRWD3	1	BRWD3	
ZSCAN2	1	ZSCAN2	
GPSM1	1	GPSM1	
GPSM2	1	GPSM2	
ASNSD1	1	ASNSD1	
SLC40A1	1	SLC40A1	
FHAD1	1	FHAD1	
MFSD8	1	MFSD8	
RPS4X	1	RPS4X	
MFSD9	1	MFSD9	
MFSD6	1	MFSD6	
RABGAP1L-IT1	1	RABGAP1L-IT1	
MFSD5	1	MFSD5	
MFSD3	1	MFSD3	
BLNK	1	BLNK	
MFSD1	1	MFSD1	
NOS1	1	NOS1	
TOPBP1	1	TOPBP1	
GPSM3	1	GPSM3	
MAPK1IP1L	1	MAPK1IP1L	
HGSNAT	1	HGSNAT	
LSR	1	LSR	
RPS3A	1	RPS3A	
LSS	1	LSS	
FCHSD1	1	FCHSD1	
FCHSD2	1	FCHSD2	
DDAH2	1	DDAH2	
COL6A2	1	COL6A2	
COL6A1	1	COL6A1	
AKT1S1	1	AKT1S1	
CDH12	1	CDH12	
CDH13	1	CDH13	
COL6A3	1	COL6A3	
TERF2IP	1	TERF2IP	
LTB	1	LTB	
THOP1	1	THOP1	
CDH18	1	CDH18	
ATP1A4	1	ATP1A4	
ATP1A1	1	ATP1A1	
LIN9	1	LIN9	
CHSY1	1	CHSY1	
FAM120C	1	FAM120C	
FAM120B	1	FAM120B	
FAM120A	1	FAM120A	
CHSY3	1	CHSY3	
MLPH	1	MLPH	
KANSL1	1	KANSL1	
SLFNL1	1	SLFNL1	
PITHD1	1	PITHD1	
KANSL2	1	KANSL2	
KANSL3	1	KANSL3	
PAXBP1	1	PAXBP1	
USP6NL	1	USP6NL	
OR4K17	1	OR4K17	
LIPA	1	LIPA	
TSEN54	1	TSEN54	
PREX2	1	PREX2	
ATP5IF1	1	ATP5IF1	
ZDBF2	1	ZDBF2	
LIPE	1	LIPE	
PREX1	1	PREX1	
SAMD15	1	SAMD15	
MPRIP	1	MPRIP	
LIPG	1	LIPG	
SAMD12	1	SAMD12	
SAMD13	1	SAMD13	
SAMD10	1	SAMD10	
GABARAPL2	1	GABARAPL2	
STARD3	1	STARD3	
GABARAPL1	1	GABARAPL1	
STARD4	1	STARD4	
STARD5	1	STARD5	
CSNK2A1	1	CSNK2A1	
STARD7	1	STARD7	
CFAP92	1	CFAP92	
STARD8	1	STARD8	
CSNK2A2	1	CSNK2A2	
STARD9	1	STARD9	
DNTTIP1	1	DNTTIP1	
DNTTIP2	1	DNTTIP2	
CLNS1A	1	CLNS1A	
AKIP1	1	AKIP1	
CDIP1	1	CDIP1	
CFAP97	1	CFAP97	
MCM3AP-AS1	1	MCM3AP-AS1	
HACD1	1	HACD1	
LXN	1	LXN	
HS3ST3A1	1	HS3ST3A1	
PARPBP	1	PARPBP	
RETSAT	1	RETSAT	
HACD3	1	HACD3	
LY9	1	LY9	
HACD2	1	HACD2	
HACD4	1	HACD4	
FAM221A	1	FAM221A	
GUCD1	1	GUCD1	
KLRK1	1	KLRK1	
MANEA-DT	1	MANEA-DT	
CFAP69	1	CFAP69	
VTI1A	1	VTI1A	
PPARGC1B	1	PPARGC1B	
VTI1B	1	VTI1B	
LYN	1	LYN	
CFAP74	1	CFAP74	
FYB1	1	FYB1	
HACE1	1	HACE1	
CFAP73	1	CFAP73	
CFAP70	1	CFAP70	
INCA1	1	INCA1	
BBIP1	1	BBIP1	
LYZ	1	LYZ	
FAM220A	1	FAM220A	
PCDHGA10	1	PCDHGA10	
PCDHGA11	1	PCDHGA11	
UCK2	1	UCK2	
PCDHGA12	1	PCDHGA12	
UCK1	1	UCK1	
NOX4	1	NOX4	
NOX5	1	NOX5	
CDIN1	1	CDIN1	
C7orf50	1	C7orf50	
ATF7IP2	1	ATF7IP2	
DIS3L	1	DIS3L	
PQBP1	1	PQBP1	
FLVCR1	1	FLVCR1	
FLVCR2	1	FLVCR2	
NELFB	1	NELFB	
NELFA	1	NELFA	
RUNX3-AS1	1	RUNX3-AS1	
NELFE	1	NELFE	
HLA-DPA1	1	HLA-DPA1	
NSUN4	1	NSUN4	
NSUN5	1	NSUN5	
NSUN2	1	NSUN2	
NSUN3	1	NSUN3	
NSUN6	1	NSUN6	
NSUN7	1	NSUN7	
DYNLL1	1	DYNLL1	
DYNLL2	1	DYNLL2	
FAM222B	1	FAM222B	
FAM222A	1	FAM222A	
SH3RF3-AS1	1	SH3RF3-AS1	
C7orf31	1	C7orf31	
KARS1	1	KARS1	
DOCK8-AS1	1	DOCK8-AS1	
RPS27L	1	RPS27L	
PROCA1	1	PROCA1	
STYXL2	1	STYXL2	
STYXL1	1	STYXL1	
UCP3	1	UCP3	
UCP2	1	UCP2	
RPS27A	1	RPS27A	
MIR600HG	1	MIR600HG	
ANKIB1	1	ANKIB1	
SAMD4A	1	SAMD4A	
SAMD4B	1	SAMD4B	
LYRM9	1	LYRM9	
FAM225B	1	FAM225B	
FAM225A	1	FAM225A	
GATAD2B	1	GATAD2B	
GATAD2A	1	GATAD2A	
LYRM1	1	LYRM1	
LYRM2	1	LYRM2	
FAM224B	1	FAM224B	
LYRM4	1	LYRM4	
LYRM7	1	LYRM7	
HLA-DPB1	1	HLA-DPB1	
MPLKIP	1	MPLKIP	
CELF2-DT	1	CELF2-DT	
C7orf26	1	C7orf26	
C7orf25	1	C7orf25	
NRROS	1	NRROS	
MYLK3	1	MYLK3	
MYLK4	1	MYLK4	
CXCL16	1	CXCL16	
FAM228B	1	FAM228B	
OSBP	1	OSBP	
SLC25A40	1	SLC25A40	
FBRSL1	1	FBRSL1	
SLC25A43	1	SLC25A43	
SLC25A42	1	SLC25A42	
SLC25A45	1	SLC25A45	
SLC25A44	1	SLC25A44	
SLC25A46	1	SLC25A46	
MYLIP	1	MYLIP	
TICAM2	1	TICAM2	
PRPF4B	1	PRPF4B	
TICAM1	1	TICAM1	
FOXP4	1	FOXP4	
FOXP3	1	FOXP3	
FAM227B	1	FAM227B	
FOXP1	1	FOXP1	
FAM227A	1	FAM227A	
MAF	1	MAF	
MAK	1	MAK	
RBM14-RBM4	1	RBM14-RBM4	
FSCN1	1	FSCN1	
SLC25A51	1	SLC25A51	
SLC25A53	1	SLC25A53	
DSC2	1	DSC2	
RNASEH2C	1	RNASEH2C	
CPB2	1	CPB2	
RNASEH2B	1	RNASEH2B	
C7orf77	1	C7orf77	
RNASEH2A	1	RNASEH2A	
MAX	1	MAX	
TROAP	1	TROAP	
MAZ	1	MAZ	
FOXO4	1	FOXO4	
FOXO3	1	FOXO3	
KRCC1	1	KRCC1	
FOXO1	1	FOXO1	
NPAT	1	NPAT	
DSEL	1	DSEL	
CLTCL1	1	CLTCL1	
HACL1	1	HACL1	
E4F1	1	E4F1	
MBP	1	MBP	
EVI5	1	EVI5	
FAM229A	1	FAM229A	
FOXN3	1	FOXN3	
FOXN2	1	FOXN2	
MCC	1	MCC	
AICDA	1	AICDA	
CXCL10	1	CXCL10	
CXCL12	1	CXCL12	
SMARCA5-AS1	1	SMARCA5-AS1	
EML2-AS1	1	EML2-AS1	
SCGB3A2	1	SCGB3A2	
MCU	1	MCU	
ARHGAP11A	1	ARHGAP11A	
ARHGAP11B	1	ARHGAP11B	
CELF1	1	CELF1	
ADD3-AS1	1	ADD3-AS1	
CELF2	1	CELF2	
SCHIP1	1	SCHIP1	
CDCA7L	1	CDCA7L	
CELF3	1	CELF3	
MCM10	1	MCM10	
CELF6	1	CELF6	
FOXM1	1	FOXM1	
FSD1L	1	FSD1L	
MDK	1	MDK	
ME1	1	ME1	
ME3	1	ME3	
ME2	1	ME2	
NUP50-DT	1	NUP50-DT	
SLC25A16	1	SLC25A16	
SLC25A15	1	SLC25A15	
SLC25A18	1	SLC25A18	
SLC25A17	1	SLC25A17	
NPC1	1	NPC1	
LAMTOR5-AS1	1	LAMTOR5-AS1	
NPC2	1	NPC2	
SLC25A19	1	SLC25A19	
SLC25A10	1	SLC25A10	
SLC25A12	1	SLC25A12	
SLC25A11	1	SLC25A11	
SLC25A14	1	SLC25A14	
SLC25A13	1	SLC25A13	
FOXK2	1	FOXK2	
FOXK1	1	FOXK1	
MFF	1	MFF	
SLC25A27	1	SLC25A27	
SLC25A26	1	SLC25A26	
SLC25A29	1	SLC25A29	
SLC25A28	1	SLC25A28	
SLC25A20	1	SLC25A20	
SLC25A23	1	SLC25A23	
SLC25A22	1	SLC25A22	
SLC25A25	1	SLC25A25	
SLC25A24	1	SLC25A24	
HSDL2-AS1	1	C9orf147	
MMAA	1	MMAA	
MMAB	1	MMAB	
MGA	1	MGA	
FOXJ3	1	FOXJ3	
FOXJ2	1	FOXJ2	
MERTK	1	MERTK	
DHODH	1	DHODH	
SLC25A38	1	SLC25A38	
SLC25A37	1	SLC25A37	
SLC25A39	1	SLC25A39	
SLC25A30	1	SLC25A30	
SLC25A32	1	SLC25A32	
P4HB	1	P4HB	
SLC25A34	1	SLC25A34	
SLC25A33	1	SLC25A33	
SLC25A36	1	SLC25A36	
SLC25A35	1	SLC25A35	
SPON2	1	SPON2	
ZDHHC5	1	ZDHHC5	
ZDHHC6	1	ZDHHC6	
ZDHHC7	1	ZDHHC7	
ZDHHC8	1	ZDHHC8	
ZDHHC1	1	ZDHHC1	
ZDHHC2	1	ZDHHC2	
ZDHHC3	1	ZDHHC3	
ZDHHC4	1	ZDHHC4	
GOLGA6L10	1	GOLGA6L10	
CHORDC1	1	CHORDC1	
NSMCE3	1	NSMCE3	
NSMCE2	1	NSMCE2	
NSMCE1	1	NSMCE1	
MIF	1	MIF	
HASPIN	1	HASPIN	
GNPAT	1	GNPAT	
TMEM87A	1	TMEM87A	
TMEM87B	1	TMEM87B	
DSN1	1	DSN1	
PCAT14	1	PCAT14	
RBM12	1	RBM12	
RIMKLB	1	RIMKLB	
RBM10	1	RBM10	
PCAT18	1	PCAT18	
TMEM86A	1	TMEM86A	
TMEM86B	1	TMEM86B	
C20orf27	1	C20orf27	
PILRB	1	PILRB	
CELA1	1	CELA1	
PILRA	1	PILRA	
MYLPF	1	MYLPF	
CYSTM1	1	CYSTM1	
COL9A2	1	COL9A2	
RCOR3	1	RCOR3	
RCOR2	1	RCOR2	
RCOR1	1	RCOR1	
FKBP11	1	FKBP11	
SUV39H2	1	SUV39H2	
ZNF22-AS1	1	ZNF22-AS1	
MOGAT3	1	MOGAT3	
FKBP15	1	FKBP15	
DOC2A	1	DOC2A	
FKBP14	1	FKBP14	
SUV39H1	1	SUV39H1	
LHFPL3-AS2	1	LHFPL3-AS2	
BMI1	1	BMI1	
REV3L	1	REV3L	
MLX	1	MLX	
UTP14A	1	UTP14A	
SBSPON	1	SBSPON	
TMC3-AS1	1	TMC3-AS1	
ANKDD1A	1	ANKDD1A	
FOXD2	1	FOXD2	
MMD	1	MMD	
MN1	1	MN1	
THRIL	1	THRIL	
RABGAP1	1	RABGAP1	
SPINDOC	1	SPINDOC	
PVT1	1	PVT1	
DYNLT2B	1	DYNLT2B	
IBA57	1	IBA57	
CPN2	1	CPN2	
MNT	1	MNT	
PGRMC1	1	PGRMC1	
PGRMC2	1	PGRMC2	
NPM1	1	NPM1	
NPM2	1	NPM2	
CAVIN1	1	CAVIN1	
CAVIN4	1	CAVIN4	
MOK	1	MOK	
NPM3	1	NPM3	
PPP1CA	1	PPP1CA	
FKBP1A	1	FKBP1A	
CNIH3-AS2	1	CNIH3-AS2	
ZDHHC9	1	ZDHHC9	
FKBP1B	1	FKBP1B	
ENGASE	1	ENGASE	
PLVAP	1	PLVAP	
SAMD9L	1	SAMD9L	
MPG	1	MPG	
MPI	1	MPI	
MPL	1	MPL	
CPOX	1	CPOX	
WBP1L	1	WBP1L	
ACRBP	1	ACRBP	
IFI44L	1	IFI44L	
MPZ	1	MPZ	
NPPA	1	NPPA	
SNIP1	1	SNIP1	
RPGRIP1L	1	RPGRIP1L	
WBP11	1	WBP11	
MR1	1	MR1	
DPEP2	1	DPEP2	
LY86-AS1	1	LY86-AS1	
HOMEZ	1	HOMEZ	
UTP25	1	UTP25	
C20orf144	1	C20orf144	
RBM8A	1	RBM8A	
NPR2	1	NPR2	
UTP23	1	UTP23	
MRO	1	MRO	
MIATNB	1	MIATNB	
TAC4	1	TAC4	
UTP20	1	UTP20	
VARS2	1	VARS2	
BCL9L	1	BCL9L	
VARS1	1	VARS1	
OST4	1	OST4	
ZFHX3	1	ZFHX3	
ZFHX2	1	ZFHX2	
ARPIN-AP3S2	1	ARPIN-AP3S2	
LIX1L-AS1	1	LIX1L-AS1	
SLC52A2	1	SLC52A2	
KLHDC7B-DT	1	KLHDC7B-DT	
HMGA1	1	HMGA1	
DSTN	1	DSTN	
SLC52A1	1	SLC52A1	
MSN	1	MSN	
ANKHD1	1	ANKHD1	
BMP6	1	BMP6	
BMP1	1	BMP1	
AJM1	1	AJM1	
CPS1	1	CPS1	
MMP24OS	1	MMP24OS	
OSTC	1	OSTC	
TAB3	1	TAB3	
TAB2	1	TAB2	
TAB1	1	TAB1	
LSM14B	1	LSM14B	
LSM14A	1	LSM14A	
RBM27	1	RBM27	
RBM28	1	RBM28	
RBM25	1	RBM25	
NAA40	1	NAA40	
RBM26	1	RBM26	
ATP2A3	1	ATP2A3	
HMGB2	1	HMGB2	
HMGB3	1	HMGB3	
PSIP1	1	PSIP1	
ATP2A2	1	ATP2A2	
MTR	1	MTR	
ATP2A1	1	ATP2A1	
LAMC1	1	LAMC1	
HMGB1	1	HMGB1	
SEC61A2	1	SEC61A2	
SEC61A1	1	SEC61A1	
BCL7A	1	BCL7A	
CPT2	1	CPT2	
BCL7C	1	BCL7C	
BCL7B	1	BCL7B	
NPTN	1	NPTN	
UQCRFS1	1	UQCRFS1	
LRRFIP2	1	LRRFIP2	
LRRFIP1	1	LRRFIP1	
RBM34	1	RBM34	
RBM33	1	RBM33	
CFAP44	1	CFAP44	
HS3ST3B1	1	HS3ST3B1	
DYNLT5	1	TCTEX1D1	
UTP15	1	UTP15	
RBM17	1	RBM17	
NAA30	1	NAA30	
RBM14	1	RBM14	
MMP7	1	MMP7	
RBM15	1	RBM15	
DYNLT1	1	DYNLT1	
UTP11	1	UTP11	
DYNLT2	1	DYNLT2	
MMP1	1	MMP1	
MMP2	1	MMP2	
RBM18	1	RBM18	
DYNLT3	1	DYNLT3	
RBM19	1	RBM19	
DYNLT4	1	TCTEX1D4	
UTP18	1	UTP18	
MMP9	1	MMP9	
GORASP2	1	GORASP2	
GORASP1	1	GORASP1	
CPTP	1	CPTP	
CDHR3	1	CDHR3	
NAA35	1	NAA35	
SPOPL	1	SPOPL	
CDHR5	1	CDHR5	
MVD	1	MVD	
NAA38	1	NAA38	
RBM23	1	RBM23	
CFAP54	1	CFAP54	
RBM22	1	RBM22	
LAMA5	1	LAMA5	
RBM47	1	RBM47	
MVK	1	MVK	
RBM48	1	RBM48	
LAMA2	1	LAMA2	
LAMA1	1	LAMA1	
