NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
TNIP2	1	TNIP2	
GALM	1	GALM	
SLIRP	1	SLIRP	
MACORIS	1	MACORIS	
IPO13	1	IPO13	
IPO11	1	IPO11	
TES	1	TES	
MSANTD3	1	MSANTD3	
MSANTD4	1	MSANTD4	
CAPN15	1	CAPN15	
MTBP	1	MTBP	
TFG	1	TFG	
MSANTD1	1	MSANTD1	
ZSCAN31	1	ZSCAN31	
MSANTD2	1	MSANTD2	
ZSCAN30	1	ZSCAN30	
ZSCAN32	1	ZSCAN32	
HOMER3	1	HOMER3	
GAMT	1	GAMT	
MBNL1	1	MBNL1	
PRKCI	1	PRKCI	
PRKCH	1	PRKCH	
MBNL2	1	MBNL2	
DNAAF2	1	DNAAF2	
PRKCB	1	PRKCB	
DNAAF1	1	DNAAF1	
PRKCE	1	PRKCE	
PRKCD	1	PRKCD	
AFAP1	1	AFAP1	
PRKCA	1	PRKCA	
DNAAF5	1	DNAAF5	
DNAAF4	1	DNAAF4	
AP4B1-AS1	1	AP4B1-AS1	
DNAAF9	1	C20orf194	
GANC	1	GANC	
DNAAF8	1	C16orf71	
MTAP	1	MTAP	
DAAM1	1	DAAM1	
ZSCAN20	1	ZSCAN20	
PRKD3	1	PRKD3	
ZSCAN22	1	ZSCAN22	
ZSCAN21	1	ZSCAN21	
ZSCAN23	1	ZSCAN23	
PRKD2	1	PRKD2	
ZSCAN26	1	ZSCAN26	
ZSCAN25	1	ZSCAN25	
ZSCAN29	1	ZSCAN29	
PRKDC	1	PRKDC	
PRDM15	1	PRDM15	
CAPN10-DT	1	CAPN10-DT	
PRDM11	1	PRDM11	
SDSL	1	SDSL	
PRKCZ	1	PRKCZ	
PRDM10	1	PRDM10	
MTDH	1	MTDH	
GAR1	1	GAR1	
LINC02614	1	LINC02614	
ZSCAN12	1	ZSCAN12	
LINC02615	1	LINC02615	
LINC02610	1	LINC02610	
ZSCAN16	1	ZSCAN16	
ZSCAN18	1	ZSCAN18	
FAM120AOS	1	FAM120AOS	
LINC02611	1	LINC02611	
BTF3	1	BTF3	
HOMER1	1	HOMER1	
HOMER2	1	HOMER2	
HDAC2-AS2	1	HDAC2-AS2	
MEX3D	1	MEX3D	
MEX3C	1	MEX3C	
SUGT1P4-STRA6LP-CCDC180	1	SUGT1P4-STRA6LP-CCDC180	
PEDS1-UBE2V1	1	PEDS1-UBE2V1	
MEX3B	1	MEX3B	
LINC02606	1	LINC02606	
LINC02609	1	LINC02609	
LINC02603	1	LINC02603	
LINC02605	1	LINC02605	
LINC02604	1	LINC02604	
GAPT	1	GAPT	
CDKN1C	1	CDKN1C	
SETD4	1	SETD4	
DENND1C	1	DENND1C	
BTG3	1	BTG3	
SETD5	1	SETD5	
DENND1B	1	DENND1B	
CDKN1A	1	CDKN1A	
BTG2	1	BTG2	
RARG	1	RARG	
SETD2	1	SETD2	
CDKN1B	1	CDKN1B	
BTG1	1	BTG1	
SETD3	1	SETD3	
SETD9	1	SETD9	
SETD6	1	SETD6	
DENND1A	1	DENND1A	
SETD7	1	SETD7	
ASH2L	1	ASH2L	
ASGR1	1	ASGR1	
ASGR2	1	ASGR2	
ADAMTSL5	1	ADAMTSL5	
ADAMTSL4	1	ADAMTSL4	
MTG1	1	MTG1	
MTG2	1	MTG2	
ADAMTSL3	1	ADAMTSL3	
DENND11	1	DENND11	
DENND10	1	DENND10	
ADAMTSL2	1	ADAMTSL2	
TK2	1	TK2	
TK1	1	TK1	
HK2-DT	1	HK2-DT	
DENND2D	1	DENND2D	
DENND2C	1	DENND2C	
ZSCAN5A	1	ZSCAN5A	
DENND2B	1	DENND2B	
DENND2A	1	DENND2A	
ASAP1-IT2	1	ASAP1-IT2	
COPZ2	1	COPZ2	
ASH1L	1	ASH1L	
COPZ1	1	COPZ1	
ANGPTL6	1	ANGPTL6	
MTF1	1	MTF1	
MTF2	1	MTF2	
RARA	1	RARA	
GAS2	1	GAS2	
ANGPTL2	1	ANGPTL2	
GAS1	1	GAS1	
SINHCAF	1	SINHCAF	
TKT	1	TKT	
GAS6	1	GAS6	
GART	1	GART	
GAS5	1	GAS5	
GAS8	1	GAS8	
ZNF528-AS1	1	ZNF528-AS1	
GAS7	1	GAS7	
CEP295NL	1	CEP295NL	
PAPSS2	1	PAPSS2	
PAPSS1	1	PAPSS1	
ERMP1	1	ERMP1	
OLFML3	1	OLFML3	
ARRDC1-AS1	1	ARRDC1-AS1	
OLFML1	1	OLFML1	
MBNL3	1	MBNL3	
CDKN2D	1	CDKN2D	
CDKN2B	1	CDKN2B	
CDKN2C	1	CDKN2C	
CDKN2A	1	CDKN2A	
IL10RB	1	IL10RB	
IL10RA	1	IL10RA	
GATC	1	GATC	
GATB	1	GATB	
SNCAIP	1	SNCAIP	
GATM	1	GATM	
OSTM1	1	OSTM1	
COQ8B	1	COQ8B	
COQ8A	1	COQ8A	
LINC01353	1	LINC01353	
GTF2B	1	GTF2B	
LINC02680	1	LINC02680	
TNF	1	TNF	
TNN	1	TNN	
LINC01348	1	LINC01348	
GTF2I	1	GTF2I	
MAP2K3	1	MAP2K3	
MAP2K4	1	MAP2K4	
LINC01341	1	LINC01341	
MAP2K1	1	MAP2K1	
MAP2K2	1	MAP2K2	
RALGAPA1	1	RALGAPA1	
SKIDA1	1	SKIDA1	
RALGAPA2	1	RALGAPA2	
GTF3A	1	GTF3A	
LARP4B	1	LARP4B	
H4C15	1	H4C15	
H4C14	1	H4C14	
H4C12	1	H4C12	
TOX	1	TOX	
LINC01374	1	LINC01374	
INSIG2	1	INSIG2	
INSIG1	1	INSIG1	
MTLN	1	MTLN	
MTM1	1	MTM1	
TPR	1	TPR	
MAP2K7	1	MAP2K7	
MAP2K5	1	MAP2K5	
MAP2K6	1	MAP2K6	
LINC02694	1	LINC02694	
LINC02693	1	LINC02693	
LINC01361	1	LINC01361	
SYNJ2	1	SYNJ2	
COPS4	1	COPS4	
COPRS	1	COPRS	
COPS3	1	COPS3	
COPS6	1	COPS6	
COPS5	1	COPS5	
SYNJ1	1	SYNJ1	
COPS2	1	COPS2	
LINC01359	1	LINC01359	
COPS8	1	COPS8	
LINC01355	1	LINC01355	
LINC01356	1	LINC01356	
LINC01357	1	LINC01357	
COPS9	1	COPS9	
LINC01358	1	LINC01358	
TCP10L	1	TCP10L	
BMPR2	1	BMPR2	
ASH1L-AS1	1	ASH1L-AS1	
SYNE4	1	SYNE4	
MTO1	1	MTO1	
SYNE3	1	SYNE3	
SYNE2	1	SYNE2	
SYNE1	1	SYNE1	
WDFY3-AS2	1	WDFY3-AS2	
TRO	1	TRO	
THBD	1	THBD	
LINC01309	1	LINC01309	
PROX1-AS1	1	PROX1-AS1	
SERAC1	1	SERAC1	
LINC01301	1	LINC01301	
GAL3ST4	1	GAL3ST4	
SECISBP2L	1	SECISBP2L	
LANCL1	1	LANCL1	
AVPR2	1	AVPR2	
TSN	1	TSN	
TST	1	TST	
ESPL1	1	ESPL1	
LANCL2	1	LANCL2	
LANCL3	1	LANCL3	
ALDH9A1	1	ALDH9A1	
MTPN	1	MTPN	
LEPROT	1	LEPROT	
DGCR11	1	DGCR11	
TTK	1	TTK	
TTL	1	TTL	
TTN	1	TTN	
ABLIM1	1	ABLIM1	
ABLIM2	1	ABLIM2	
ABLIM3	1	ABLIM3	
LINC01320	1	LINC01320	
MTOR	1	MTOR	
GLOD4	1	GLOD4	
LINC02649	1	LINC02649	
LINC01311	1	LINC01311	
LINC02642	1	LINC02642	
DYNC2I2	1	DYNC2I2	
TCERG1	1	TCERG1	
DYNC2I1	1	DYNC2I1	
C12orf57	1	C12orf57	
MTRR	1	MTRR	
HDAC10	1	HDAC10	
WDSUB1	1	WDSUB1	
ZMYND8	1	ZMYND8	
PITPNB	1	PITPNB	
AQP9	1	AQP9	
HDAC11	1	HDAC11	
PITPNA	1	PITPNA	
AQP6	1	AQP6	
MKI67	1	MKI67	
GBA2	1	GBA2	
KIAA0930	1	KIAA0930	
C12orf60	1	C12orf60	
BTRC	1	BTRC	
DYNC2H1	1	DYNC2H1	
CPT1A	1	CPT1A	
IFRD2	1	IFRD2	
IFRD1	1	IFRD1	
KNL1	1	KNL1	
CPT1C	1	CPT1C	
CPT1B	1	CPT1B	
NIF3L1	1	NIF3L1	
C12orf50	1	C12orf50	
UHRF1BP1	1	UHRF1BP1	
HECA	1	HECA	
RTEL1	1	RTEL1	
TSC22D1-AS1	1	TSC22D1-AS1	
TXK	1	TXK	
TRANK1	1	TRANK1	
ST20-AS1	1	ST20-AS1	
SLC7A14-AS1	1	SLC7A14-AS1	
TXN	1	TXN	
STRIP1	1	STRIP1	
STRIP2	1	STRIP2	
SYNRG	1	SYNRG	
OCEL1	1	OCEL1	
ZZZ3	1	ZZZ3	
VNN1	1	VNN1	
VNN2	1	VNN2	
VNN3	1	VNN3	
C12orf73	1	C12orf73	
RBAK	1	RBAK	
C12orf76	1	C12orf76	
C12orf75	1	C12orf75	
TENM4	1	TENM4	
LINC01270	1	LINC01270	
GBE1	1	GBE1	
ZNF341-AS1	1	ZNF341-AS1	
SEC61G	1	SEC61G	
TMED3	1	TMED3	
TMED2	1	TMED2	
DGCR6L	1	DGCR6L	
TMED1	1	TMED1	
SEC61B	1	SEC61B	
TMED7	1	TMED7	
LINC01267	1	LINC01267	
TMED6	1	TMED6	
ERMAP	1	ERMAP	
TMED5	1	TMED5	
TMED4	1	TMED4	
ZYG11B	1	ZYG11B	
LINC02594	1	LINC02594	
TMED9	1	TMED9	
TMED8	1	TMED8	
LINC01266	1	LINC01266	
LINC02591	1	LINC02591	
HEG1	1	HEG1	
SUGT1-DT	1	SUGT1-DT	
KCNJ2-AS1	1	KCNJ2-AS1	
SCNM1	1	SCNM1	
SDCCAG8	1	SDCCAG8	
AVPI1	1	AVPI1	
LINC01297	1	LINC01297	
DTYMK	1	DTYMK	
LINC01291	1	LINC01291	
L3MBTL2-AS1	1	L3MBTL2-AS1	
RBFA	1	RBFA	
NOP14-AS1	1	NOP14-AS1	
C12orf43	1	C12orf43	
LINC01285	1	LINC01285	
TM4SF19	1	TM4SF19	
LINC01287	1	LINC01287	
MTX1	1	MTX1	
MTX2	1	MTX2	
C12orf29	1	C12orf29	
MTX3	1	MTX3	
GBF1	1	GBF1	
NR6A1	1	NR6A1	
PRKRA	1	PRKRA	
COPG2	1	COPG2	
COPG1	1	COPG1	
LINC01278	1	LINC01278	
HEIH	1	HEIH	
FRA10AC1	1	FRA10AC1	
IHO1	1	IHO1	
GAS5-AS1	1	GAS5-AS1	
CCL4L2	1	CCL4L2	
HELB	1	HELB	
GOLGA6L9	1	GOLGA6L9	
GOLGA6L6	1	GOLGA6L6	
GOLGA6L7	1	GOLGA6L7	
GOLGA6L4	1	GOLGA6L4	
STX16-NPEPL1	1	STX16-NPEPL1	
IL11RA	1	IL11RA	
STIMATE	1	STIMATE	
ACYP2	1	ACYP2	
CDPF1	1	CDPF1	
ACYP1	1	ACYP1	
GOLGA6L1	1	GOLGA6L1	
RSBN1	1	RSBN1	
MBNL1-AS1	1	MBNL1-AS1	
ZCCHC8	1	ZCCHC8	
ZCCHC7	1	ZCCHC7	
COPB2	1	COPB2	
COPB1	1	COPB1	
ZCCHC9	1	ZCCHC9	
ALOX12	1	ALOX12	
ZMAT1	1	ZMAT1	
ZMAT2	1	ZMAT2	
UBB	1	UBB	
ZMAT3	1	ZMAT3	
C15orf61	1	C15orf61	
ZMAT5	1	ZMAT5	
UBC	1	UBC	
LONRF3	1	LONRF3	
C15orf62	1	C15orf62	
LONRF1	1	LONRF1	
LONRF2	1	LONRF2	
CPSF4	1	CPSF4	
CPSF7	1	CPSF7	
CPSF6	1	CPSF6	
HELQ	1	HELQ	
CPSF1	1	CPSF1	
CPSF3	1	CPSF3	
CPSF2	1	CPSF2	
HELZ	1	HELZ	
SEM1	1	SEM1	
SELL	1	SELL	
CRYL1	1	CRYL1	
ZCCHC4	1	ZCCHC4	
RBIS	1	RBIS	
ZCCHC3	1	ZCCHC3	
ZCCHC2	1	ZCCHC2	
FGFR1	1	FGFR1	
C15orf39	1	C15orf39	
UCN	1	UCN	
THRA	1	THRA	
OPLAH	1	OPLAH	
RBM3	1	RBM3	
RBM4	1	RBM4	
MIR762HG	1	MIR762HG	
C15orf40	1	C15orf40	
RBM7	1	RBM7	
RBM5	1	RBM5	
RBM6	1	RBM6	
C15orf48	1	C15orf48	
RBL2	1	RBL2	
RBL1	1	RBL1	
TMEM9	1	TMEM9	
RBKS	1	RBKS	
TSGA10IP	1	TSGA10IP	
BICRA	1	BICRA	
NXF1	1	NXF1	
NXF3	1	NXF3	
SAP30L	1	SAP30L	
POC1A	1	POC1A	
POC1B	1	POC1B	
BUB3	1	BUB3	
TENT2	1	TENT2	
HES2	1	HES2	
BUB1	1	BUB1	
GBP4	1	GBP4	
GBP3	1	GBP3	
MUC6	1	MUC6	
CRYGS	1	CRYGS	
JSRP1	1	JSRP1	
CAPN10	1	CAPN10	
RBMX	1	RBMX	
FSIP2	1	FSIP2	
ADAMDEC1	1	ADAMDEC1	
ZFYVE9	1	ZFYVE9	
CYYR1-AS1	1	CYYR1-AS1	
ARAF	1	ARAF	
OR2M3	1	OR2M3	
C4BPB	1	C4BPB	
C22orf23	1	C22orf23	
RBPJ	1	RBPJ	
ZFYVE1	1	ZFYVE1	
ZFYVE28	1	ZFYVE28	
ZFYVE26	1	ZFYVE26	
NDUFB2-AS1	1	NDUFB2-AS1	
ZFYVE27	1	ZFYVE27	
UBASH3B	1	UBASH3B	
EDDM13	1	EDDM13	
PABPC4-AS1	1	PABPC4-AS1	
HES6	1	HES6	
HPCAL1	1	HPCAL1	
RNASE6	1	RNASE6	
ZFYVE21	1	ZFYVE21	
OR2L2	1	OR2L2	
RNASE4	1	RNASE4	
GAPVD1	1	GAPVD1	
RNASE2	1	RNASE2	
C22orf39	1	C22orf39	
RNASE1	1	RNASE1	
RBP4	1	RBP4	
ZFYVE16	1	ZFYVE16	
RBP5	1	RBP5	
C22orf42	1	C22orf42	
ZFYVE19	1	ZFYVE19	
LINC01618	1	LINC01618	
RBP1	1	RBP1	
LINC00320	1	LINC00320	
CEP85L	1	CEP85L	
SDR39U1	1	SDR39U1	
WBP2NL	1	WBP2NL	
LINC01645	1	LINC01645	
LINC01647	1	LINC01647	
EDEM3	1	EDEM3	
MCTS1	1	MCTS1	
EDEM1	1	EDEM1	
LRBA	1	LRBA	
EDEM2	1	EDEM2	
NETO2	1	NETO2	
PTRHD1	1	PTRHD1	
SETX	1	SETX	
COL1A1	1	COL1A1	
DCHS2	1	DCHS2	
LINC01637	1	LINC01637	
LINC01630	1	LINC01630	
ARF3	1	ARF3	
ARF4	1	ARF4	
ARF1	1	ARF1	
HEXB	1	HEXB	
HEXA	1	HEXA	
HEXD	1	HEXD	
IKBKB	1	IKBKB	
TUBA1C	1	TUBA1C	
TUBA1B	1	TUBA1B	
TUBA1A	1	TUBA1A	
PP7080	1	PP7080	
LINC02910	1	C20orf197	
LINC02913	1	C9orf106	
IKBKG	1	IKBKG	
IKBKE	1	IKBKE	
IKBIP	1	IKBIP	
ARG2	1	ARG2	
RRAS2	1	RRAS2	
RBSN	1	RBSN	
LINC02908	1	C9orf139	
GPRC5B	1	GPRC5B	
GPRC5A	1	GPRC5A	
RILPL2	1	RILPL2	
LINC02904	1	C8orf31	
RILPL1	1	RILPL1	
GPRC5C	1	GPRC5C	
ARF5	1	ARF5	
ARF6	1	ARF6	
KATNIP	1	KATNIP	
RNASEL	1	RNASEL	
RNASEK	1	RNASEK	
STAU1	1	STAU1	
STAU2	1	STAU2	
SEZ6	1	SEZ6	
MIEF2	1	MIEF2	
MIEF1	1	MIEF1	
UNG	1	UNG	
LINC01609	1	LINC01609	
TUBA3D	1	TUBA3D	
PROKR2	1	PROKR2	
UNK	1	UNK	
LINC01606	1	LINC01606	
LINC01608	1	LINC01608	
STAT4	1	STAT4	
H3C10	1	H3C10	
STAT6	1	STAT6	
STAT1	1	STAT1	
STAT2	1	STAT2	
STAT3	1	STAT3	
CASTOR1	1	CASTOR1	
GHET1	1	GHET1	
C22orf15	1	C22orf15	
HEYL	1	HEYL	
LRG1	1	LRG1	
CASTOR2	1	CASTOR2	
SERBP1	1	SERBP1	
ETFBKMT	1	ETFBKMT	
UBAP1	1	UBAP1	
UBAP2	1	UBAP2	
ERO1A	1	ERO1A	
ERO1B	1	ERO1B	
CCNT2	1	CCNT2	
CCNT1	1	CCNT1	
SMCHD1	1	SMCHD1	
PPP1R16B	1	PPP1R16B	
MINAR1	1	MINAR1	
AREL1	1	AREL1	
KHNYN	1	KHNYN	
PPP1R16A	1	PPP1R16A	
MUL1	1	MUL1	
OR2T8	1	OR2T8	
RBX1	1	RBX1	
RBMXL1	1	RBMXL1	
NPTXR	1	NPTXR	
OVCH1-AS1	1	OVCH1-AS1	
PFKFB2	1	PFKFB2	
PFKFB4	1	PFKFB4	
PFKFB3	1	PFKFB3	
ARL6	1	ARL6	
TUBGCP2	1	TUBGCP2	
ARL3	1	ARL3	
ARL1	1	ARL1	
ARL2	1	ARL2	
BCL2L12	1	BCL2L12	
BCL2L13	1	BCL2L13	
SBNO1	1	SBNO1	
SBNO2	1	SBNO2	
BCL2L11	1	BCL2L11	
ATG101	1	ATG101	
KIF1C-AS1	1	KIF1C-AS1	
CPAMD8	1	CPAMD8	
BCL2L15	1	BCL2L15	
TIA1	1	TIA1	
BICRAL	1	BICRAL	
LINC00392	1	LINC00392	
MFHAS1	1	MFHAS1	
UST	1	UST	
TUBGCP5	1	TUBGCP5	
TUBGCP6	1	TUBGCP6	
TUBGCP3	1	TUBGCP3	
TUBGCP4	1	TUBGCP4	
CNTNAP2	1	CNTNAP2	
CNTNAP1	1	CNTNAP1	
PPP1R13B	1	PPP1R13B	
NXT1	1	NXT1	
LINC00342	1	LINC00342	
COX4I1	1	COX4I1	
PIK3CD	1	PIK3CD	
PIK3CB	1	PIK3CB	
NXT2	1	NXT2	
PIK3CG	1	PIK3CG	
MHENCR	1	MHENCR	
PPP1R13L	1	PPP1R13L	
EIF3CL	1	EIF3CL	
LINC00337	1	LINC00337	
UTY	1	UTY	
LINC00339	1	LINC00339	
LINC01664	1	LINC01664	
PPP1R12A	1	PPP1R12A	
ARNT	1	ARNT	
PIK3CA	1	PIK3CA	
PIK3C3	1	PIK3C3	
PPP1R12B	1	PPP1R12B	
PPP1R12C	1	PPP1R12C	
LINC01653	1	LINC01653	
LINC00324	1	LINC00324	
PPP1R15A	1	PPP1R15A	
PPP1R15B	1	PPP1R15B	
LINC01694	1	LINC01694	
LINC01695	1	LINC01695	
LRP1	1	LRP1	
LRP5	1	LRP5	
KATNB1	1	KATNB1	
LRP3	1	LRP3	
FURIN	1	FURIN	
LRP2	1	LRP2	
LRP8	1	LRP8	
LRP6	1	LRP6	
PRIMPOL	1	PRIMPOL	
C5orf34-AS1	1	C5orf34-AS1	
MIEN1	1	MIEN1	
OR2W3	1	OR2W3	
KATNA1	1	KATNA1	
TIFA	1	TIFA	
PCBD1	1	PCBD1	
PCBD2	1	PCBD2	
CNNM2	1	CNNM2	
CNNM3	1	CNNM3	
LINC00355	1	LINC00355	
CNNM4	1	CNNM4	
METAP1D	1	METAP1D	
PPP1R14B	1	PPP1R14B	
PPP1R14C	1	PPP1R14C	
LINC01684	1	LINC01684	
AKR7L	1	AKR7L	
OR2V1	1	OR2V1	
LINC01678	1	LINC01678	
OTX2-AS1	1	OTX2-AS1	
CDR2L	1	CDR2L	
LINC00343	1	LINC00343	
EPHB6	1	EPHB6	
EIF4A2	1	EIF4A2	
EIF4A1	1	EIF4A1	
LRIG2-DT	1	LRIG2-DT	
LRR1	1	LRR1	
EIF4A3	1	EIF4A3	
ULK4	1	ULK4	
TONSL	1	TONSL	
DNHD1	1	DNHD1	
GCC2	1	GCC2	
GCC1	1	GCC1	
ARR3	1	ARR3	
NUBP1	1	NUBP1	
NUBP2	1	NUBP2	
UXT	1	UXT	
BAIAP2L2	1	BAIAP2L2	
BAIAP2L1	1	BAIAP2L1	
DHX57	1	DHX57	
DHX58	1	DHX58	
BCAP29	1	BCAP29	
OXER1	1	OXER1	
RCC1	1	RCC1	
CCNL2	1	CCNL2	
EPHB2	1	EPHB2	
CCNL1	1	CCNL1	
ACAD11	1	ACAD11	
ACAD10	1	ACAD10	
EPHB3	1	EPHB3	
EPHA5	1	EPHA5	
ARSA	1	ARSA	
PABIR1	1	FAM122A	
EPHA7	1	EPHA7	
ADPGK-AS1	1	ADPGK-AS1	
TAS2R14	1	TAS2R14	
GCAT	1	GCAT	
PABIR2	1	FAM122B	
PABIR3	1	FAM122C	
DHX40	1	DHX40	
ULK3	1	ULK3	
MXRA8	1	MXRA8	
ULK2	1	ULK2	
ULK1	1	ULK1	
MXRA7	1	MXRA7	
PEX11G	1	PEX11G	
EPHA1	1	EPHA1	
MMADHC	1	MMADHC	
EPHA2	1	EPHA2	
GCDH	1	GCDH	
ZBED8	1	ZBED8	
PAXIP1	1	PAXIP1	
PEX11A	1	PEX11A	
PEX11B	1	PEX11B	
PIK3R4	1	PIK3R4	
SUPT4H1	1	SUPT4H1	
PIK3R3	1	PIK3R3	
PIK3R2	1	PIK3R2	
PIK3R1	1	PIK3R1	
PTTG1IP	1	PTTG1IP	
PIK3R6	1	PIK3R6	
PIK3R5	1	PIK3R5	
DHX30	1	DHX30	
DHX32	1	DHX32	
RAB11FIP1	1	RAB11FIP1	
DHX33	1	DHX33	
TESPA1	1	TESPA1	
PCBP3	1	PCBP3	
PCBP4	1	PCBP4	
DHX34	1	DHX34	
MIER3	1	MIER3	
DHX35	1	DHX35	
MIER2	1	MIER2	
MICAL1	1	MICAL1	
PCBP1	1	PCBP1	
ARSK	1	ARSK	
DHX36	1	DHX36	
PCBP2	1	PCBP2	
MIER1	1	MIER1	
DHX37	1	DHX37	
DHX38	1	DHX38	
ZBED1	1	ZBED1	
ARSG	1	ARSG	
RCE1	1	RCE1	
ARSD	1	ARSD	
RAB11FIP2	1	RAB11FIP2	
ZBED6	1	ZBED6	
N4BP2	1	N4BP2	
RAB11FIP3	1	RAB11FIP3	
ZBED5	1	ZBED5	
ZBED4	1	ZBED4	
N4BP1	1	N4BP1	
ARSB	1	ARSB	
RAB11FIP4	1	RAB11FIP4	
CLHC1	1	CLHC1	
ZBED3	1	ZBED3	
RAB11FIP5	1	RAB11FIP5	
RCC2	1	RCC2	
MICAL3	1	MICAL3	
MICAL2	1	MICAL2	
URGCP-MRPS24	1	URGCP-MRPS24	
ZBED5-AS1	1	ZBED5-AS1	
DHX29	1	DHX29	
CCNJL	1	CCNJL	
CETN2	1	CETN2	
CETN3	1	CETN3	
ARV1	1	ARV1	
STBD1	1	STBD1	
DHX15	1	DHX15	
DHX16	1	DHX16	
NCOA1	1	NCOA1	
NCOA2	1	NCOA2	
STARD3NL	1	STARD3NL	
NCOA5	1	NCOA5	
NCOA6	1	NCOA6	
NCOA3	1	NCOA3	
NCOA4	1	NCOA4	
LINC00294	1	LINC00294	
BANK1	1	BANK1	
NCOA7	1	NCOA7	
CRELD1	1	CRELD1	
CRELD2	1	CRELD2	
SFI1	1	SFI1	
LIPE-AS1	1	LIPE-AS1	
SAMM50	1	SAMM50	
BCAP31	1	BCAP31	
GCH1	1	GCH1	
NORAD	1	NORAD	
NUBPL	1	NUBPL	
MAD2L2	1	MAD2L2	
GARS1	1	GARS1	
CCNG2	1	CCNG2	
CCNG1	1	CCNG1	
AUNIP	1	AUNIP	
TARDBP	1	TARDBP	
MAD2L1	1	MAD2L1	
KLHL36	1	KLHL36	
KLHL38	1	KLHL38	
KLHL32	1	KLHL32	
KLHL33	1	KLHL33	
KLHL35	1	KLHL35	
PHRF1	1	PHRF1	
KLHL30	1	KLHL30	
CCND3	1	CCND3	
CCND2	1	CCND2	
CCND1	1	CCND1	
BANF1	1	BANF1	
TPRA1	1	TPRA1	
CYBB	1	CYBB	
CYBA	1	CYBA	
PDGFRL	1	PDGFRL	
RPP25L	1	RPP25L	
KLHL42	1	KLHL42	
PROCR	1	PROCR	
CCNE2	1	CCNE2	
CCNE1	1	CCNE1	
C9orf116	1	C9orf116	
VCL	1	VCL	
KLHL18	1	KLHL18	
WDR11-AS1	1	WDR11-AS1	
NDRG4	1	NDRG4	
VCP	1	VCP	
NDRG3	1	NDRG3	
KLHL15	1	KLHL15	
KLHL17	1	KLHL17	
KLHL11	1	KLHL11	
KLHL12	1	KLHL12	
KLHL13	1	KLHL13	
NDRG2	1	NDRG2	
NDRG1	1	NDRG1	
TAF5L	1	TAF5L	
MCPH1-AS1	1	MCPH1-AS1	
CCNB3	1	CCNB3	
PTPRG-AS1	1	PTPRG-AS1	
CCNB2	1	CCNB2	
CCNB1	1	CCNB1	
CYC1	1	CYC1	
PRODH	1	PRODH	
GCN1	1	GCN1	
KLHL29	1	KLHL29	
KLHL25	1	KLHL25	
VDR	1	VDR	
KLHL26	1	KLHL26	
KLHL28	1	KLHL28	
KLHL21	1	KLHL21	
KLHL22	1	KLHL22	
NFXL1	1	NFXL1	
KLHL23	1	KLHL23	
KLHL24	1	KLHL24	
KLHL20	1	KLHL20	
ABHD12B	1	ABHD12B	
RCL1	1	RCL1	
GCLC	1	GCLC	
APPBP2	1	APPBP2	
TAF4B	1	TAF4B	
CYCS	1	CYCS	
GCLM	1	GCLM	
LGALS3BP	1	LGALS3BP	
YWHAE	1	YWHAE	
VPS33B-DT	1	VPS33B-DT	
MCUR1	1	MCUR1	
CNRIP1	1	CNRIP1	
YWHAB	1	YWHAB	
DNAH17-AS1	1	DNAH17-AS1	
ATXN1-AS1	1	ATXN1-AS1	
YWHAQ	1	YWHAQ	
SFR1	1	SFR1	
ABHD16A	1	ABHD16A	
ARHGEF2-AS2	1	ARHGEF2-AS2	
GATAD1	1	GATAD1	
YWHAG	1	YWHAG	
YWHAH	1	YWHAH	
GLRX3	1	GLRX3	
GLRX5	1	GLRX5	
TBC1D8	1	TBC1D8	
TBC1D9	1	TBC1D9	
ABHD14B	1	ABHD14B	
ABHD14A	1	ABHD14A	
GLRX2	1	GLRX2	
YWHAZ	1	YWHAZ	
GCNA	1	GCNA	
RCN3	1	RCN3	
CCNA2	1	CCNA2	
C9orf152	1	C9orf152	
TBC1D1	1	TBC1D1	
RCN1	1	RCN1	
TBC1D2	1	TBC1D2	
SFPQ	1	SFPQ	
RCN2	1	RCN2	
PSRC1	1	PSRC1	
TBC1D4	1	TBC1D4	
MMRN1	1	MMRN1	
TBC1D5	1	TBC1D5	
TBC1D7	1	TBC1D7	
MMRN2	1	MMRN2	
RRBP1	1	RRBP1	
CYGB	1	CYGB	
TAF1D	1	TAF1D	
SLC2A1-AS1	1	SLC2A1-AS1	
TNKS2	1	TNKS2	
TAF1B	1	TAF1B	
TAF1C	1	TAF1C	
TAF1A	1	TAF1A	
VHL	1	VHL	
CCDC144NL-AS1	1	CCDC144NL-AS1	
TAF15	1	TAF15	
TAF12	1	TAF12	
TAF13	1	TAF13	
TAF10	1	TAF10	
TAF11	1	TAF11	
ABHD17B	1	ABHD17B	
ABHD17A	1	ABHD17A	
ASB8	1	ASB8	
ASB6	1	ASB6	
ASB7	1	ASB7	
ASB4	1	ASB4	
QRICH1	1	QRICH1	
ATP1B3-AS1	1	ATP1B3-AS1	
VIM	1	VIM	
QRICH2	1	QRICH2	
ASB2	1	ASB2	
ASB3	1	ASB3	
RPL26L1	1	RPL26L1	
ASB1	1	ASB1	
MAML2	1	MAML2	
MAML1	1	MAML1	
MYT1L	1	MYT1L	
RAPH1	1	RAPH1	
THYN1	1	THYN1	
GCSH	1	GCSH	
LINC01503	1	LINC01503	
LINC01504	1	LINC01504	
BVES	1	BVES	
LINC02832	1	LINC02832	
LINC01500	1	LINC01500	
